sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
613,2,Bronx,MOTT HAVEN/PORT MORRIS,22 STORE BUILDINGS                         ,4,2287,9, ,K1,374 WILLIS AVENUE, ,10454,0,1,1,2500,2500,1995,4,K1,661000.00,2017-08-24,2017-08,264.40
614,2,Bronx,MOTT HAVEN/PORT MORRIS,27 FACTORIES                               ,4,2320,88, ,F5,245 EAST 137 STREET, ,10451,0,1,1,5187,5185,1961,4,F5,800000.00,2017-02-10,2017-02,154.29
615,2,Bronx,MOTT HAVEN/PORT MORRIS,27 FACTORIES                               ,4,2584,1, ,F4,780 EAST 133 STREET, ,10454,0,2,2,41901,59829,1931,4,F4,700000.00,2017-01-01,2017-01,11.70
616,2,Bronx,MOTT HAVEN/PORT MORRIS,29 COMMERCIAL GARAGES                      ,4,2320,43, ,G2,2507 3 AVENUE, ,10451,0,1,1,2550,2507,1954,4,G2,750000.00,2017-03-29,2017-03,299.16
617,2,Bronx,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2802,22, ,A1,232 MT. HOPE PLACE, ,10457,1,0,1,1951,1450,1901,1,A1,580000.00,2017-07-27,2017-07,400.00
618,2,Bronx,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2809,26, ,A1,246 ECHO PLACE, ,10457,1,0,1,3325,2178,1940,1,A1,725000.00,2017-04-27,2017-04,332.87
619,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2799,40, ,B2,1767 CLAY AVENUE, ,10457,2,0,2,2375,3150,1901,1,B2,599000.00,2016-12-13,2016-12,190.16
620,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2802,12, ,B3,208 MOUNT HOPE PLACE, ,10457,2,0,2,1381,2215,1901,1,B3,610000.00,2016-11-21,2016-11,275.40
621,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2809,34, ,S2,1915 ANTHONY AVENUE, ,10457,2,1,3,2375,4832,1901,1,S2,575000.00,2016-12-08,2016-12,119.00
622,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2812,27, ,B2,1997 ANTHONY AVE, ,10457,2,0,2,2513,3653,2004,1,B2,545000.00,2017-07-06,2017-07,149.19
623,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2814,58, ,B2,1988 ANTHONY AVE, ,10457,2,0,2,3631,2310,1899,1,B2,650000.00,2016-12-08,2016-12,281.39
624,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2848,50, ,B1,1670 TOWNSEND AVE, ,10453,2,0,2,2500,3000,1920,1,B1,565000.00,2017-02-03,2017-02,188.33
625,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2849,63, ,B1,1728 TOWNSEND AVENUE, ,10453,2,0,2,3117,4032,1920,1,B1,600000.00,2017-05-12,2017-05,148.81
626,2,Bronx,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS                    ,1,2892,16, ,B3,1824 ANTHONY AVENUE, ,10457,2,0,2,5247,1469,1910,1,B3,555000.00,2017-05-19,2017-05,377.81
627,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2790,4, ,C0,1644 TOPPING AVE, ,10457,3,0,3,2332,3102,1997,1,C0,678000.00,2017-06-13,2017-06,218.57
628,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2796,39, ,C0,1773 WEEKS AVENUE, ,10457,3,0,3,3332,2640,1930,1,C0,740000.00,2017-08-01,2017-08,280.30
629,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2799,16, ,C0,1760 TOPPING AVENUE, ,10457,3,0,3,2240,4494,1899,1,C0,764500.00,2017-03-06,2017-03,170.12
630,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2800,77, ,C0,269 EAST 175TH STREET, ,10457,3,0,3,2375,3300,1899,1,C0,585000.00,2016-11-21,2016-11,177.27
631,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2800,90, ,C0,1827 TOPPING AVENUE, ,10457,3,0,3,1727,3008,1899,1,C0,585000.00,2017-05-08,2017-05,194.48
632,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2849,38, ,C0,1705 TOWNSEND AVENUE, ,10453,3,0,3,2250,3900,1920,1,C0,650000.00,2016-12-13,2016-12,166.67
633,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2852,35, ,C0,23 MOUNT HOPE PLACE, ,10453,3,0,3,3125,3420,1901,1,C0,745000.00,2017-04-19,2017-04,217.84
634,2,Bronx,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS                  ,1,2892,18, ,C0,1828 ANTHONY AVENUE, ,10457,3,0,3,5515,3100,1920,1,C0,540000.00,2017-03-17,2017-03,174.19
635,2,Bronx,MOUNT HOPE/MOUNT EDEN,14 RENTALS - 4-10 UNIT                     ,2A,2784,34, ,S3,313 EAST 170 STREET, ,10456,3,1,4,3016,4725,1924,2,S3,775000.00,2016-09-08,2016-09,164.02
636,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3915,37, ,B2,1471 ST LAWRENCE AVENUE, ,10460,2,0,2,2375,3280,1899,1,B2,510000.00,2017-03-21,2017-03,155.49
637,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3935,74, ,S2,1323 CASTLE HILL AVENUE, ,10462,2,1,3,2617,2688,1930,1,S2,670000.00,2016-11-22,2016-11,249.26
638,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3937,59, ,B1,1434 WHITE PLAINS ROAD, ,10462,2,0,2,2236,2680,1925,1,B1,761500.00,2017-08-17,2017-08,284.14
639,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3937,61, ,B1,1442 WHITE PLAINS ROAD, ,10462,2,0,2,2243,2680,1930,1,B1,618000.00,2016-12-29,2016-12,230.60
640,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3937,128, ,B1,1560 WHITE PLAINS ROAD, ,10462,2,0,2,2835,2604,1930,1,B1,665000.00,2017-07-07,2017-07,255.38
641,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4016,43, ,B1,1720 ADAMS STREET, ,10460,2,0,2,2375,2853,1920,1,B1,561000.00,2016-11-22,2016-11,196.64
642,2,Bronx,PARKCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4020,24, ,B2,1717 TAYLOR AVENUE, ,10460,2,0,2,2375,2916,1910,1,B2,560000.00,2017-04-18,2017-04,192.04
643,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3913,51, ,C0,1739 MANSION STREET, ,10460,3,0,3,1408,3348,2007,1,C0,625000.00,2017-03-31,2017-03,186.68
644,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3917,14, ,C0,1530 ROSEDALE AVENUE, ,10460,3,0,3,1900,3180,1901,1,C0,530000.00,2017-03-08,2017-03,166.67
645,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3919,2, ,C0,1502 ST LAWRENCE AVENUE, ,10460,3,0,3,2375,3906,1910,1,C0,585000.00,2017-08-14,2017-08,149.77
646,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3923,15, ,C0,1557 WHITE PLAINS ROAD, ,10462,3,0,3,4000,1833,1901,1,C0,700000.00,2017-03-13,2017-03,381.89
647,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3923,119, ,C0,1549B WHITE PLAINS ROAD, ,10462,3,0,3,1500,3495,2007,1,C0,605000.00,2017-08-29,2017-08,173.10
648,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3923,120, ,C0,1549A WHITE PLAINS ROAD, ,10462,3,0,3,1500,3495,2007,1,C0,605000.00,2017-08-29,2017-08,173.10
649,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,3948,14, ,C0,1524 PURDY STREET, ,10462,3,0,3,2450,2420,1935,1,C0,630000.00,2017-05-03,2017-05,260.33
650,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4017,20, ,C0,1661 ADAMS STREET, ,10460,3,0,3,1930,3087,2007,1,C0,506493.00,2017-03-23,2017-03,164.07
651,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4018,11, ,C0,1631 VAN BUREN STREET, ,10460,3,0,3,2500,2360,1925,1,C0,689000.00,2017-06-06,2017-06,291.95
652,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4018,44, ,C0,1610 ADAMS ST, ,10460,3,0,3,2375,2874,1925,1,C0,620000.00,2017-05-25,2017-05,215.73
653,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4021,44, ,C0,1728 TAYLOR AVENUE, ,10460,3,0,3,2375,3984,1901,1,C0,720000.00,2016-12-05,2016-12,180.72
654,2,Bronx,PARKCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4026,10, ,C0,622 MEAD STREET, ,10460,3,0,3,2500,3072,1915,1,C0,539000.00,2017-06-21,2017-06,175.46
655,2,Bronx,PARKCHESTER,07 RENTALS - WALKUP APARTMENTS             ,2A,3902,14, ,C2,1436 LELAND AVENUE, ,10460,5,0,5,3128,3172,1924,2,C2,720000.00,2017-06-12,2017-06,226.99
656,2,Bronx,PARKCHESTER,07 RENTALS - WALKUP APARTMENTS             ,2A,3989,16, ,C3,1615 GLOVER STREET, ,10462,4,0,4,1858,2476,1910,2,C3,600000.00,2017-03-21,2017-03,242.33
657,2,Bronx,PARKCHESTER,14 RENTALS - 4-10 UNIT                     ,2A,3932,165, ,S3,2042 MCGRAW AVE, ,10462,3,1,4,4725,3864,1927,2,S3,725000.00,2017-05-19,2017-05,187.63
658,2,Bronx,PARKCHESTER,22 STORE BUILDINGS                         ,4,3935,9, ,K4,2153 WESTCHESTER AVENUE, ,10462,1,1,2,1983,2176,1930,4,K4,712000.00,2017-03-23,2017-03,327.21
659,2,Bronx,PARKCHESTER,22 STORE BUILDINGS                         ,4,4029,8, ,K1,620 MORRIS PARK AVENUE, ,10460,0,4,4,2730,2730,1930,4,K1,560000.00,2016-09-23,2016-09,205.13
660,2,Bronx,PARKCHESTER,29 COMMERCIAL GARAGES                      ,4,4031,40, ,G9,1734 UNIONPORT ROAD, ,10462,0,1,1,2556,432,1917,4,G9,650000.00,2017-03-07,2017-03,1504.63
661,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4393,24, ,A1,1530 WARING AVENUE, ,10469,1,0,1,4800,2178,1940,1,A1,575000.00,2016-12-14,2016-12,264.00
662,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4394,30, ,A5,2339 MICKLE AVE, ,10469,1,0,1,2500,1863,1945,1,A5,520000.00,2017-06-15,2017-06,279.12
663,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4394,36, ,A5,2317 MICKLE AVENUE, ,10469,1,0,1,2567,2109,1945,1,A5,540000.00,2017-08-24,2017-08,256.05
664,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4398,6, ,A1,1581 ASTOR AVENUE, ,10469,1,0,1,3815,1500,1950,1,A1,550000.00,2017-07-28,2017-07,366.67
665,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4400,31, ,A1,2347 TIEMANN AVENUE, ,10469,1,0,1,5000,1496,1960,1,A1,540000.00,2017-06-16,2017-06,360.96
666,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4401,44, ,A1,2223 LODOVICK AVENUE, ,10469,1,0,1,5000,2058,1935,1,A1,730000.00,2017-07-07,2017-07,354.71
667,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4402,14, ,A3,2224 LODOVICK AVENUE, ,10469,1,0,1,7500,2855,1965,1,A3,500000.00,2017-08-10,2017-08,175.13
668,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4403,14, ,A1,2220 GUNTHER AVENUE, ,10469,1,0,1,5367,1560,1940,1,A1,680000.00,2016-11-14,2016-11,435.90
669,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4405,12, ,A1,2320 LODOVICK AVE, ,10469,1,0,1,5000,2021,1955,1,A1,700000.00,2017-05-19,2017-05,346.36
670,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4410,60, ,A5,2321 BRUNER AVENUE, ,10469,1,0,1,2742,1612,1965,1,A5,515000.00,2017-04-04,2017-04,319.48
671,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4478,42, ,A1,1530 MACE AVENUE, ,10469,1,0,1,7500,1368,1935,1,A1,725000.00,2017-07-19,2017-07,529.97
672,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4481,139, ,A5,2505 WOODHULL AVENUE, ,10469,1,0,1,2000,1464,1940,1,A5,515000.00,2017-08-14,2017-08,351.78
673,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4483,40, ,A9,2445 WESTERVELT AVENUE, ,10469,1,0,1,3200,1760,1935,1,A9,535000.00,2017-02-27,2017-02,303.98
674,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4484,2, ,A5,2405 KINGSLAND AVE, ,10469,1,0,1,2733,1224,1950,1,A5,532000.00,2017-06-26,2017-06,434.64
675,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4488,20, ,A2,2530 KINGSLAND AVENUE, ,10469,1,0,1,3500,1406,1940,1,A2,530000.00,2016-12-22,2016-12,376.96
676,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4491,53, ,A5,2445 WICKHAM AVENUE, ,10469,1,0,1,3308,2250,1988,1,A5,530000.00,2017-07-17,2017-07,235.56
677,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4491,57, ,A5,2435 WICKHAM AVE, ,10469,1,0,1,3308,2250,1989,1,A5,500000.00,2016-11-10,2016-11,222.22
678,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4492,9, ,A9,2508 TIEMANN AVENUE, ,10469,1,0,1,2835,1944,1965,1,A9,500000.00,2017-04-24,2017-04,257.20
679,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS                    ,1,4492,16, ,A9,2522 TIEMANN AVENUE, ,10469,1,0,1,2500,1944,1965,1,A9,530000.00,2017-02-10,2017-02,272.63
680,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4390,7, ,B1,1519 PELHAM PARKWAY NORTH, ,10469,2,0,2,3384,2950,1950,1,B1,655000.00,2016-12-02,2016-12,222.03
681,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4391,10, ,B3,2214 WOODHULL AVENUE, ,10469,2,0,2,5000,1620,1935,1,B3,728000.00,2017-01-11,2017-01,449.38
682,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4398,10, ,B1,2322 MICKLE AVENUE, ,10469,2,0,2,2500,1824,1955,1,B1,518000.00,2016-10-13,2016-10,283.99
683,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4399,4, ,B3,1613 ASTOR AVENUE, ,10469,2,0,2,6630,2040,1948,1,B3,700000.00,2016-10-12,2016-10,343.14
684,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4401,19, ,B1,2236 TIEMANN AVENUE, ,10469,2,0,2,5000,2340,1965,1,B1,656000.00,2016-10-25,2016-10,280.34
685,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4479,8, ,B2,2408 WOODHULL, ,10469,2,0,2,3017,2192,2006,1,B2,655000.00,2016-12-15,2016-12,298.81
686,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4483,37, ,B2,1590 MACE AVENUE, ,10469,2,0,2,2752,1628,1935,1,B2,510000.00,2017-08-28,2017-08,313.27
687,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4484,53, ,B2,2411 KINGSLAND AVE, ,10469,2,0,2,2733,1980,1950,1,B2,550000.00,2017-06-28,2017-06,277.78
688,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4489,162, ,B1,2417 LODOVICK AVE, ,10469,2,0,2,2500,3084,2010,1,B1,761146.00,2016-09-29,2016-09,246.80
689,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4489,163, ,B1,2415 LODOVICK AVE, ,10469,2,0,2,2500,3084,2010,1,B1,730000.00,2016-10-27,2016-10,236.71
690,2,Bronx,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4490,3, ,B2,2404 LODOVICK AVENUE, ,10469,2,0,2,4257,2484,1999,1,B2,600000.00,2017-04-04,2017-04,241.55
691,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4365,35, ,A5,2224 ESPLANADE, ,10469,1,0,1,2352,1636,1960,1,A5,585000.00,2016-10-14,2016-10,357.58
692,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4365,57, ,A2,2231 HERING AVE, ,10469,1,0,1,5988,2688,1970,1,A2,675000.00,2016-09-28,2016-09,251.12
693,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4367,32, ,A1,2221 TENBROECK AVENUE, ,10469,1,0,1,3300,1584,1940,1,A1,619000.00,2017-07-11,2017-07,390.78
694,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4371,26, ,A1,2231 PEARSALL AVENUE, ,10469,1,0,1,5000,2704,1935,1,A1,581000.00,2016-12-01,2016-12,214.87
695,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4387,11, ,A1,2308 SEYMOUR AVENUE, ,10469,1,0,1,2339,1664,1930,1,A1,530000.00,2016-12-28,2016-12,318.51
696,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4436,19, ,A1,2436 WALLACE AVENUE, ,10467,1,0,1,2500,2200,1920,1,A1,710000.00,2016-11-15,2016-11,322.73
697,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4451,17, ,A1,2534 HONE AVE, ,10469,1,0,1,7500,1786,1940,1,A1,620000.00,2017-03-10,2017-03,347.14
698,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4454,10, ,A1,2414 YATES AVENUE, ,10469,1,0,1,10000,3305,1935,1,A1,800000.00,2017-02-28,2017-02,242.06
699,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4461,43, ,A1,2425 BOUCK AVENUE, ,10469,1,0,1,4300,1904,1940,1,A1,730000.00,2017-05-16,2017-05,383.40
700,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4462,57, ,A1,2565 PEARSALL AVE, ,10469,1,0,1,2417,1940,1950,1,A1,540000.00,2016-11-15,2016-11,278.35
701,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4463,140, ,A2,2519 BOUCK AVENUE, ,10469,1,0,1,8164,2331,1950,1,A2,580000.00,2017-05-17,2017-05,248.82
702,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4469,88, ,A1,2525 YOUNG, ,10469,1,0,1,2500,2310,1960,1,A1,570000.00,2017-06-26,2017-06,246.75
703,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4474,34, ,A5,2562 FISH AVENUE, ,10469,1,0,1,2500,2055,1951,1,A5,550000.00,2016-09-28,2016-09,267.64
704,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4476,19, ,A1,2530 MORGAN AVENUE, ,10469,1,0,1,3600,2250,1905,1,A1,581000.00,2017-07-31,2017-07,258.22
705,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4352,35, ,B1,2341 BARNES AVENUE, ,10467,2,0,2,2500,1800,1955,1,B1,569000.00,2017-06-29,2017-06,316.11
706,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4353,35, ,B1,2333 MATTHEWS AVENUE, ,10467,2,0,2,5000,2958,1940,1,B1,630000.00,2016-09-12,2016-09,212.98
707,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4364,52, ,B1,1061 STELL PLACE, ,10469,2,0,2,3000,2668,1920,1,B1,710000.00,2017-04-17,2017-04,266.12
708,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4375,15, ,B1,2322 PEARSALL AVENUE, ,10469,2,0,2,3742,3614,1955,1,B1,605000.00,2016-09-28,2016-09,167.40
709,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4379,8, ,B3,1325 PELHAM PARKWAY NORTH, ,10469,2,0,2,3500,1856,1950,1,B3,800000.00,2017-02-17,2017-02,431.03
710,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4384,27, ,B1,1402 ASTOR AVENUE, ,10469,2,0,2,2492,2265,1950,1,B1,670000.00,2016-11-28,2016-11,295.81
711,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4384,31, ,B1,1410 ASTOR AVENUE, ,10469,2,0,2,2538,2265,1950,1,B1,680000.00,2017-08-21,2017-08,300.22
712,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4437,3, ,B1,817 WARING AVENUE, ,10467,2,0,2,3742,2024,1950,1,B1,565000.00,2017-08-24,2017-08,279.15
713,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4437,19, ,B1,2434B BARNES AVENUE, ,10467,2,0,2,2000,2180,1950,1,B1,525000.00,2017-03-22,2017-03,240.83
714,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4446,13, ,B1,2520 RADCLIFF AVENUE, ,10469,2,0,2,2700,2125,1965,1,B1,525000.00,2017-07-31,2017-07,247.06
715,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4446,24, ,B2,2542 RADCLIFF AVENUE, ,10469,2,0,2,7500,2320,1935,1,B2,750000.00,2017-07-18,2017-07,323.28
716,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4447,28, ,B1,2560 COLDEN AVENUE, ,10469,2,0,2,1700,2160,1965,1,B1,594000.00,2017-03-06,2017-03,275.00
717,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4449,87, ,B1,2437 LURTING AVE, ,10469,2,0,2,4021,3276,1940,1,B1,799000.00,2017-05-03,2017-05,243.89
718,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4455,9, ,B1,1151 WARING AVENUE, ,10469,2,0,2,5885,1812,1940,1,B1,625000.00,2017-02-27,2017-02,344.92
719,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4457,76, ,B3,2513 HERING AVENUE, ,10469,2,0,2,4042,2599,1950,1,B3,670000.00,2016-09-22,2016-09,257.79
720,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4458,5, ,B2,1157 MACE AVENUE, ,10469,2,0,2,3745,3000,1915,1,B2,650000.00,2017-05-04,2017-05,216.67
721,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4461,17, ,B1,2432 THROOP AVENUE, ,10469,2,0,2,2500,1697,1945,1,B1,520000.00,2017-04-28,2017-04,306.42
722,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4463,2, ,B1,1245 MACE AVENUE, ,10469,2,0,2,3075,1584,1955,1,B1,670000.00,2017-02-16,2017-02,422.98
723,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4468,39, ,B9,2572 BOUCK AVENUE, ,10469,2,0,2,1812,2520,1965,1,B9,581000.00,2017-05-24,2017-05,230.56
724,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4471,14, ,B9,2420 FISH AVENUE, ,10469,2,0,2,2525,1966,1945,1,B9,525000.00,2017-08-29,2017-08,267.04
725,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4472,1, ,B3,2401 MORGAN AVENUE, ,10469,2,0,2,3750,1312,1940,1,B3,673000.00,2016-10-17,2016-10,512.96
726,2,Bronx,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4480,18, ,B1,2530 FENTON AVENUE, ,10469,2,0,2,3000,2320,1945,1,B1,610000.00,2017-07-21,2017-07,262.93
727,2,Bronx,PELHAM PARKWAY NORTH,03 THREE FAMILY DWELLINGS                  ,1,4369,1, ,C0,2302 ESPLANADE, ,10469,3,0,3,2185,2142,1940,1,C0,795000.00,2017-02-22,2017-02,371.15
728,2,Bronx,PELHAM PARKWAY NORTH,03 THREE FAMILY DWELLINGS                  ,1,4382,18, ,C0,1326 WARING, ,10469,3,0,3,1875,2860,1965,1,C0,782281.00,2017-01-16,2017-01,273.52
729,2,Bronx,PELHAM PARKWAY NORTH,03 THREE FAMILY DWELLINGS                  ,1,4453,25, ,C0,2440 LACONIA AVENUE, ,10469,3,0,3,3742,2850,1940,1,C0,790000.00,2017-07-12,2017-07,277.19
730,2,Bronx,PELHAM PARKWAY NORTH,07 RENTALS - WALKUP APARTMENTS             ,2A,4446,55, ,C3,2551 COLDEN AVENUE, ,10469,4,0,4,2500,3600,1939,2,C3,595000.00,2016-09-09,2016-09,165.28
731,2,Bronx,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS                    ,1,4202,16, ,A1,1829 TENBROECK AVENUE, ,10461,1,0,1,5000,2800,1925,1,A1,785000.00,2017-06-01,2017-06,280.36
